"Date","Price","Open","High","Low","Vol.","Change %"
"03/01/2022","17.1546","17.2408","17.3218","17.0617","","-0.46%"
"02/28/2022","17.2340","17.0676","17.3783","16.8874","","1.04%"
"02/25/2022","17.0561","17.1942","17.2373","16.9641","","-0.75%"
"02/24/2022","17.1842","17.1192","17.3509","16.9979","","0.58%"
"02/23/2022","17.0846","17.0399","17.1238","16.9877","","0.20%"
"02/22/2022","17.0507","17.1159","17.2548","17.0170","","-0.31%"
"02/21/2022","17.1043","17.0697","17.2355","17.0629","","0.20%"
"02/18/2022","17.0703","17.0376","17.1842","16.9800","","0.26%"
"02/17/2022","17.0257","17.0564","17.1166","16.9569","","-0.12%"
"02/16/2022","17.0456","17.1689","17.2289","17.0401","","-0.65%"
"02/15/2022","17.1568","17.1030","17.2833","16.9963","","0.38%"
"02/14/2022","17.0915","17.2603","17.3174","17.0681","","-0.93%"
"02/11/2022","17.2513","17.3330","17.3652","17.1554","","-0.42%"
"02/10/2022","17.3249","17.3865","17.4437","17.1738","","-0.26%"
"02/09/2022","17.3692","17.5310","17.5790","17.3310","","-0.79%"
"02/08/2022","17.5074","17.7400","17.7857","17.5120","","-1.35%"
"02/07/2022","17.7465","17.7124","17.7957","17.5972","","0.14%"
"02/04/2022","17.7225","17.4541","17.7787","17.4294","","1.55%"
"02/03/2022","17.4527","17.3326","17.4958","17.2569","","0.70%"
"02/02/2022","17.3313","17.2053","17.4073","17.1688","","0.80%"
"02/01/2022","17.1940","17.2926","17.3242","17.1320","","-0.48%"
"01/31/2022","17.2773","17.3811","17.4244","17.2304","","-0.48%"
"01/28/2022","17.3612","17.2283","17.5124","17.1894","","0.78%"
"01/27/2022","17.2266","17.2228","17.3395","16.9928","","0.03%"
"01/26/2022","17.2207","17.2239","17.2833","17.0506","","0.08%"
"01/25/2022","17.2063","17.2945","17.3868","17.1679","","-0.45%"
"01/24/2022","17.2838","17.1173","17.4426","17.0861","","0.98%"
"01/21/2022","17.1167","17.2045","17.2962","17.0821","","-0.44%"
"01/20/2022","17.1930","17.3923","17.4277","17.1159","","-1.09%"
"01/19/2022","17.3816","17.5644","17.6108","17.3339","","-0.99%"
"01/18/2022","17.5561","17.5891","17.6789","17.5023","","0.07%"
"01/17/2022","17.5436","17.5688","17.6381","17.4898","","-0.09%"
"01/14/2022","17.5600","17.6488","17.7195","17.5140","","-0.40%"
"01/13/2022","17.6301","17.5227","17.6875","17.5032","","0.75%"
"01/12/2022","17.4994","17.6443","17.7051","17.4954","","-0.76%"
"01/11/2022","17.6329","17.7394","17.7957","17.6164","","-0.56%"
"01/10/2022","17.7321","17.6653","17.8225","17.6500","","0.15%"
"01/07/2022","17.7058","17.7675","17.8500","17.6018","","-0.29%"
"01/06/2022","17.7579","18.0039","18.0670","17.7078","","-1.26%"
"01/05/2022","17.9844","18.0644","18.1566","17.8062","","-0.39%"
"01/04/2022","18.0555","17.9368","18.1379","17.8690","","0.54%"
"01/03/2022","17.9594","18.1843","18.2120","17.8472","","-1.21%"
"12/31/2021","18.1798","18.0095","18.1915","17.9517","","0.99%"
"12/30/2021","18.0010","18.0890","18.1298","17.9791","","-0.42%"
"12/29/2021","18.0773","17.8015","18.1171","17.7582","","1.46%"
"12/28/2021","17.8178","17.5986","17.9275","17.5782","","1.30%"
"12/27/2021","17.5888","17.6135","17.6392","17.5264","","-0.07%"
"12/24/2021","17.6019","17.7486","17.7689","17.5385","","-0.75%"
"12/23/2021","17.7353","17.7759","17.9020","17.6674","","-0.26%"
"12/22/2021","17.7811","17.8753","18.0004","17.7647","","-0.53%"
"12/21/2021","17.8760","17.7854","17.9326","17.7407","","0.62%"
"12/20/2021","17.7656","17.8515","17.9711","17.7661","","-0.41%"
"12/17/2021","17.8392","18.0618","18.1168","17.8291","","-1.17%"
"12/16/2021","18.0511","18.0299","18.1776","17.9774","","0.16%"
"12/15/2021","18.0226","18.1232","18.3053","18.0075","","-0.49%"
"12/14/2021","18.1116","18.0903","18.2339","18.0278","","0.19%"
"12/13/2021","18.0771","18.0793","18.1360","17.8866","","0.05%"
"12/10/2021","18.0683","17.9869","18.1651","17.9212","","0.51%"
"12/09/2021","17.9769","17.8116","18.0837","17.7667","","0.99%"
"12/08/2021","17.8010","17.8561","17.9258","17.7535","","-0.27%"
"12/07/2021","17.8483","17.9516","18.0318","17.8289","","-0.42%"
"12/06/2021","17.9229","18.2085","18.2085","17.8611","","-1.35%"
"12/03/2021","18.1674","18.0228","18.2614","17.8692","","0.94%"
"12/02/2021","17.9978","18.1579","18.2017","17.8622","","-0.81%"
"12/01/2021","18.1439","18.0112","18.1744","17.8416","","0.83%"
"11/30/2021","17.9942","18.2332","18.3897","17.9737","","-1.25%"
"11/29/2021","18.2227","18.4589","18.4589","18.1182","","-1.23%"
"11/26/2021","18.4498","17.8772","18.4944","17.8727","","3.19%"
"11/25/2021","17.8800","17.8050","17.9157","17.7302","","0.59%"
"11/24/2021","17.7754","17.8172","17.8991","17.7248","","-0.14%"
"11/23/2021","17.8006","17.8149","17.9242","17.7453","","-0.03%"
"11/22/2021","17.8062","17.7493","17.8532","17.6775","","0.36%"
"11/19/2021","17.7421","17.7164","17.8305","17.6420","","-0.17%"
"11/18/2021","17.7727","17.5516","17.8743","17.4916","","1.34%"
"11/17/2021","17.5369","17.5581","17.6314","17.4647","","-0.08%"
"11/16/2021","17.5502","17.3276","17.6626","17.2750","","1.37%"
"11/15/2021","17.3127","17.5835","17.5906","17.2987","","-1.39%"
"11/12/2021","17.5562","17.5278","17.6049","17.4296","","0.15%"
"11/11/2021","17.5297","17.7073","17.7667","17.4114","","-0.92%"
"11/10/2021","17.6925","17.4281","17.7629","17.3904","","1.70%"
"11/09/2021","17.3972","17.2833","17.5047","17.2268","","0.71%"
"11/08/2021","17.2742","17.4182","17.4849","17.2589","","-0.76%"
"11/05/2021","17.4073","17.5780","17.6987","17.3598","","-0.91%"
"11/04/2021","17.5678","17.7266","17.7752","17.4883","","-0.83%"
"11/03/2021","17.7156","17.8771","17.9634","17.6816","","-0.84%"
"11/02/2021","17.8654","17.9051","17.9634","17.8004","","-0.14%"
"11/01/2021","17.8901","17.5860","17.9335","17.5788","","1.78%"
"10/29/2021","17.5771","17.6816","17.8617","17.5760","","-0.54%"
"10/28/2021","17.6721","17.5101","17.7097","17.4554","","1.01%"
"10/27/2021","17.4959","17.1705","17.5098","17.1695","","1.64%"
"10/26/2021","17.2128","17.0763","17.2423","17.0034","","0.86%"
"10/25/2021","17.0662","17.2696","17.3420","17.0313","","-1.11%"
"10/22/2021","17.2579","17.0658","17.2709","16.9509","","1.25%"
"10/21/2021","17.0451","16.7764","17.0959","16.7650","","1.67%"
"10/20/2021","16.7658","16.9034","16.9601","16.7260","","-0.75%"
"10/19/2021","16.8925","17.0555","17.0849","16.8736","","-0.89%"
"10/18/2021","17.0439","16.9381","17.1687","16.9282","","0.69%"
"10/15/2021","16.9265","17.1374","17.1749","16.9277","","-1.25%"
"10/14/2021","17.1413","17.1709","17.1933","17.0704","","-0.11%"
"10/13/2021","17.1607","17.2724","17.3043","17.1238","","-0.59%"
"10/12/2021","17.2623","17.4039","17.4436","17.2211","","-0.73%"
"10/11/2021","17.3892","17.3081","17.4253","17.2407","","0.54%"
"10/08/2021","17.2964","17.2777","17.3394","17.1241","","0.30%"
"10/07/2021","17.2442","17.3008","17.3655","17.1453","","-0.28%"
"10/06/2021","17.2922","17.3997","17.5767","17.2810","","-0.51%"
"10/05/2021","17.3805","17.4863","17.5229","17.3501","","-0.53%"
"10/04/2021","17.4731","17.2516","17.5229","17.2383","","1.36%"
"10/01/2021","17.2382","17.4841","17.5423","17.2081","","-1.35%"
"09/30/2021","17.4739","17.6063","17.6543","17.3718","","-0.69%"
"09/29/2021","17.5961","17.6355","17.6790","17.4666","","-0.19%"
"09/28/2021","17.6295","17.5049","17.7164","17.4443","","0.79%"
"09/27/2021","17.4917","17.5145","17.6717","17.4126","","-0.17%"
"09/24/2021","17.5223","17.3092","17.6041","17.2983","","1.30%"
"09/23/2021","17.2975","17.2955","17.3843","17.0877","","0.08%"
"09/22/2021","17.2838","17.4019","17.4484","17.2108","","-0.55%"
"09/21/2021","17.3789","17.3456","17.4662","17.1992","","0.25%"
"09/20/2021","17.3354","17.2607","17.4093","17.2607","","0.70%"
"09/17/2021","17.2152","17.1714","17.3477","17.1140","","0.29%"
"09/16/2021","17.1654","17.0319","17.2010","16.9923","","0.85%"
"09/15/2021","17.0215","16.9151","17.1133","16.8475","","0.72%"
"09/14/2021","16.8995","16.7195","16.9440","16.6948","","1.21%"
"09/13/2021","16.6967","16.7859","16.8178","16.6720","","-0.45%"
"09/10/2021","16.7725","16.8050","16.8284","16.6455","","-0.11%"
"09/09/2021","16.7913","16.7661","16.8396","16.6638","","0.24%"
"09/08/2021","16.7515","16.9487","16.9974","16.7472","","-1.09%"
"09/07/2021","16.9354","16.8942","17.0389","16.8911","","0.32%"
"09/06/2021","16.8816","17.0120","17.0599","16.8753","","-0.71%"
"09/03/2021","17.0029","17.1663","17.2082","16.9391","","-0.91%"
"09/02/2021","17.1584","17.0697","17.2044","16.9568","","0.60%"
"09/01/2021","17.0565","17.1465","17.1754","16.9960","","-0.45%"
"08/31/2021","17.1334","17.2703","17.3554","17.0553","","-0.93%"
"08/30/2021","17.2941","17.4010","17.4070","17.2193","","-0.35%"
"08/27/2021","17.3549","17.5532","17.5741","17.3249","","-1.01%"
"08/26/2021","17.5326","17.6073","17.6643","17.5109","","-0.31%"
"08/25/2021","17.5867","17.6417","17.6742","17.5068","","-0.25%"
"08/24/2021","17.6314","17.7649","17.8394","17.6021","","-0.68%"
"08/23/2021","17.7515","17.8936","17.9440","17.7363","","-0.76%"
"08/20/2021","17.8882","17.7563","17.9853","17.6910","","0.80%"
"08/19/2021","17.7460","17.5033","17.8316","17.4559","","1.45%"
"08/18/2021","17.4930","17.4561","17.5574","17.3831","","0.27%"
"08/17/2021","17.4458","17.4748","17.5935","17.3847","","-0.12%"
"08/16/2021","17.4674","17.3759","17.5056","17.3174","","0.63%"
"08/13/2021","17.3572","17.3419","17.4695","17.3085","","0.13%"
"08/12/2021","17.3346","17.2115","17.3701","17.1763","","0.81%"
"08/11/2021","17.1960","17.3620","17.4529","17.1647","","-0.79%"
"08/10/2021","17.3328","17.3541","17.4343","17.2905","","-0.07%"
"08/09/2021","17.3453","17.1434","17.3668","17.1420","","1.07%"
"08/06/2021","17.1610","17.1716","17.2882","17.0527","","0.01%"
"08/05/2021","17.1598","17.0130","17.4217","16.9669","","0.93%"
"08/04/2021","17.0012","16.9848","17.0655","16.8764","","0.18%"
"08/03/2021","16.9702","17.1651","17.1852","16.9597","","-1.10%"
"08/02/2021","17.1593","17.2503","17.3943","17.0793","","-0.73%"
"07/30/2021","17.2853","17.3048","17.3979","17.2843","","-0.07%"
"07/29/2021","17.2982","17.5078","17.5115","17.2670","","-0.94%"
"07/28/2021","17.4627","17.4733","17.5574","17.4244","","0.02%"
"07/27/2021","17.4600","17.4825","17.6087","17.4291","","0.10%"
"07/26/2021","17.4427","17.4093","17.6702","17.4073","","-0.15%"
"07/23/2021","17.4696","17.2892","17.5014","17.2763","","1.09%"
"07/22/2021","17.2819","17.2216","17.3704","17.1180","","0.41%"
"07/21/2021","17.2114","17.2111","17.3314","17.1495","","0.08%"
"07/20/2021","17.1978","17.1968","17.2689","17.1071","","0.08%"
"07/19/2021","17.1836","16.9592","17.2320","16.9592","","0.69%"
"07/16/2021","17.0663","17.2065","17.2272","16.9410","","-0.75%"
"07/15/2021","17.1947","17.1810","17.2637","17.0884","","0.39%"
"07/14/2021","17.1274","17.3493","17.4338","17.0872","","-1.21%"
"07/13/2021","17.3376","17.0970","17.3922","17.0595","","1.49%"
"07/12/2021","17.0838","16.9198","17.1875","16.8535","","1.51%"
"07/09/2021","16.8295","16.9834","16.9984","16.8215","","-0.84%"
"07/08/2021","16.9716","16.8768","17.0639","16.8575","","0.64%"
"07/07/2021","16.8637","17.0107","17.0340","16.8580","","-0.80%"
"07/06/2021","16.9990","16.9224","17.0345","16.8142","","0.52%"
"07/05/2021","16.9115","16.9331","16.9921","16.8520","","0.03%"
"07/02/2021","16.9066","17.0905","17.1805","16.8795","","-1.03%"
"07/01/2021","17.0817","16.9289","17.1704","16.8762","","0.99%"
"06/30/2021","16.9142","17.0771","17.0863","16.8722","","-0.89%"
"06/29/2021","17.0653","16.9856","17.0990","16.9539","","0.54%"
"06/28/2021","16.9738","16.9160","17.0484","16.8731","","0.59%"
"06/25/2021","16.8747","16.9413","16.9669","16.7669","","-0.33%"
"06/24/2021","16.9302","16.9697","17.0535","16.8890","","-0.07%"
"06/23/2021","16.9424","17.0369","17.0553","16.8894","","-0.49%"
"06/22/2021","17.0266","16.9678","17.1110","16.8598","","0.42%"
"06/21/2021","16.9546","17.0672","17.0914","16.9212","","-0.59%"
"06/18/2021","17.0554","16.7659","17.0819","16.7249","","1.80%"
"06/17/2021","16.7541","16.7973","16.8937","16.7214","","-0.29%"
"06/16/2021","16.8026","16.7008","16.8533","16.5728","","0.69%"
"06/15/2021","16.6876","16.6909","16.7994","16.6453","","0.00%"
"06/14/2021","16.6884","16.5871","16.7269","16.5696","","0.80%"
"06/11/2021","16.5559","16.5539","16.6519","16.4548","","0.08%"
"06/10/2021","16.5434","16.7581","16.7588","16.5221","","-1.21%"
"06/09/2021","16.7455","16.5226","16.7666","16.4751","","1.42%"
"06/08/2021","16.5107","16.4527","16.5648","16.4340","","0.41%"
"06/07/2021","16.4430","16.3024","16.5140","16.2991","","0.61%"
"06/04/2021","16.3432","16.5410","16.6077","16.3141","","-1.10%"
"06/03/2021","16.5251","16.5159","16.5703","16.4441","","0.17%"
"06/02/2021","16.4964","16.7984","16.8754","16.4911","","-1.72%"
"06/01/2021","16.7851","16.7826","16.8904","16.7290","","-0.02%"
"05/31/2021","16.7877","16.8054","16.8297","16.7393","","0.09%"
"05/28/2021","16.7723","16.7870","16.9079","16.7382","","0.01%"
"05/27/2021","16.7714","16.7922","16.8279","16.6978","","-0.05%"
"05/26/2021","16.7803","16.9889","17.0063","16.7624","","-1.17%"
"05/25/2021","16.9792","17.0009","17.0336","16.9290","","-0.09%"
"05/24/2021","16.9951","16.9944","17.1406","16.9457","","-0.01%"
"05/21/2021","16.9970","17.0914","17.1390","16.9395","","-0.48%"
"05/20/2021","17.0787","17.1709","17.2061","17.0522","","-0.49%"
"05/19/2021","17.1631","17.1047","17.2077","17.0980","","0.41%"
"05/18/2021","17.0927","17.1350","17.1623","17.0716","","-0.29%"
"05/17/2021","17.1425","17.1396","17.2511","17.1226","","0.07%"
"05/14/2021","17.1305","17.0509","17.1883","17.0140","","0.54%"
"05/13/2021","17.0390","17.0487","17.1403","16.9739","","-0.03%"
"05/12/2021","17.0433","17.0094","17.0791","16.9053","","0.27%"
"05/11/2021","16.9975","17.0370","17.1001","16.9711","","-0.18%"
"05/10/2021","17.0279","17.0933","17.1796","16.9877","","-0.39%"
"05/07/2021","17.0940","17.1912","17.2493","17.0736","","-0.17%"
"05/06/2021","17.1224","17.2502","17.2703","17.1075","","-0.69%"
"05/05/2021","17.2412","17.3780","17.4577","17.2073","","-0.71%"
"05/04/2021","17.3637","17.3707","17.4847","17.3476","","0.04%"
"05/03/2021","17.3573","17.4676","17.4676","17.3393","","-0.35%"
"04/30/2021","17.4186","17.3358","17.5042","17.3109","","0.54%"
"04/29/2021","17.3253","17.2614","17.3958","17.1436","","0.45%"
"04/28/2021","17.2480","17.3764","17.4211","17.2215","","-0.52%"
"04/27/2021","17.3377","17.2499","17.3920","17.2135","","0.57%"
"04/26/2021","17.2394","17.3118","17.3118","17.1968","","-0.14%"
"04/23/2021","17.2635","17.1889","17.3024","17.1729","","0.53%"
"04/22/2021","17.1724","17.1479","17.2531","17.1045","","0.20%"
"04/21/2021","17.1374","17.2206","17.2433","17.1018","","-0.39%"
"04/20/2021","17.2037","17.1175","17.2726","17.0963","","0.58%"
"04/19/2021","17.1042","17.1532","17.1875","17.0397","","-0.19%"
"04/16/2021","17.1368","16.9494","17.1892","16.9309","","1.18%"
"04/15/2021","16.9372","17.2484","17.2924","16.9392","","-1.72%"
"04/14/2021","17.2330","17.3389","17.4020","17.2127","","-0.53%"
"04/13/2021","17.3248","17.3575","17.5032","17.3011","","-0.12%"
"04/12/2021","17.3456","17.4067","17.4264","17.3249","","-0.13%"
"04/09/2021","17.3680","17.2966","17.4081","17.2711","","0.52%"
"04/08/2021","17.2773","17.2897","17.3275","17.1719","","0.01%"
"04/07/2021","17.2763","17.2476","17.3412","17.1954","","0.22%"
"04/06/2021","17.2387","17.1931","17.2608","17.1210","","0.34%"
"04/05/2021","17.1799","17.2673","17.3037","17.1455","","-0.27%"
"04/02/2021","17.2267","17.2204","17.2833","17.1938","","0.11%"
"04/01/2021","17.2086","17.3339","17.3979","17.1626","","-0.63%"
"03/31/2021","17.3182","17.4807","17.5279","17.2938","","-0.86%"
"03/30/2021","17.4690","17.5421","17.6041","17.4379","","-0.35%"
"03/29/2021","17.5303","17.6978","17.7472","17.5180","","-0.59%"
"03/26/2021","17.6338","17.6772","17.7884","17.5951","","-0.20%"
"03/25/2021","17.6691","17.6954","17.7983","17.5534","","-0.08%"
"03/24/2021","17.6824","17.6483","17.7155","17.4524","","0.25%"
"03/23/2021","17.6379","17.5647","17.7750","17.4429","","0.49%"
"03/22/2021","17.5520","17.5091","17.7662","17.4942","","0.31%"
"03/19/2021","17.4976","17.6012","17.6293","17.4587","","-0.55%"
"03/18/2021","17.5952","17.5508","17.6775","17.4914","","0.30%"
"03/17/2021","17.5433","17.6982","17.8225","17.5026","","-0.77%"
"03/16/2021","17.6790","17.7311","17.8385","17.6264","","-0.23%"
"03/15/2021","17.7200","17.8613","17.9322","17.6947","","-0.71%"
"03/12/2021","17.8471","17.7705","17.9410","17.7400","","0.55%"
"03/11/2021","17.7490","17.9769","18.0335","17.7258","","-1.20%"
"03/10/2021","17.9649","18.2100","18.2556","17.9403","","-1.28%"
"03/09/2021","18.1980","18.4092","18.4234","18.1756","","-1.07%"
"03/08/2021","18.3941","18.3006","18.4840","18.2588","","0.57%"
"03/05/2021","18.2901","18.3102","18.3869","18.1796","","-0.04%"
"03/04/2021","18.2982","18.1990","18.3713","18.0447","","0.61%"
"03/03/2021","18.1877","18.0641","18.2346","17.9489","","0.75%"
"03/02/2021","18.0520","18.0945","18.1797","18.0201","","-0.17%"
"03/01/2021","18.0825","18.2349","18.2793","17.9401","","-0.77%"
"02/26/2021","18.2228","18.3485","18.4393","17.9869","","-0.64%"
"02/25/2021","18.3401","17.6346","18.3832","17.5828","","4.09%"
"02/24/2021","17.6197","17.6646","17.7784","17.5150","","-0.22%"
"02/23/2021","17.6577","17.8370","17.9261","17.6539","","-0.96%"
"02/22/2021","17.8283","17.8120","18.1001","17.7144","","0.47%"
"02/19/2021","17.7452","17.6600","17.8540","17.6102","","0.56%"
"02/18/2021","17.6465","17.6360","17.7381","17.5228","","0.12%"
"02/17/2021","17.6254","17.7465","17.8822","17.6043","","-0.61%"
"02/16/2021","17.7333","17.5296","17.8136","17.4896","","1.24%"
"02/15/2021","17.5167","17.6509","17.6509","17.4905","","-0.58%"
"02/12/2021","17.6191","17.7477","17.7985","17.6043","","-0.66%"
"02/11/2021","17.7356","17.8776","17.9039","17.7228","","-0.73%"
"02/10/2021","17.8655","17.8524","17.9114","17.7565","","0.14%"
"02/09/2021","17.8403","17.9328","17.9649","17.8296","","-0.40%"
"02/08/2021","17.9126","17.9111","18.0671","17.8531","","0.06%"
"02/05/2021","17.9021","17.9506","17.9858","17.8534","","-0.20%"
"02/04/2021","17.9386","17.9830","18.1229","17.9081","","-0.18%"
"02/03/2021","17.9718","18.0232","18.0521","17.8905","","-0.21%"
"02/02/2021","18.0104","18.1814","18.2019","17.9784","","-0.87%"
"02/01/2021","18.1687","18.4103","18.4540","18.0861","","-1.23%"
"01/29/2021","18.3951","18.4035","18.5019","18.1628","","0.01%"
"01/28/2021","18.3936","18.4974","18.6005","18.2648","","-0.51%"
"01/27/2021","18.4883","18.3237","18.5280","18.2512","","0.96%"
"01/26/2021","18.3130","18.5002","18.6222","18.2992","","-0.96%"
"01/25/2021","18.4896","18.3957","18.5613","18.3387","","0.58%"
"01/22/2021","18.3835","18.1757","18.4580","18.1279","","1.21%"
"01/21/2021","18.1636","18.0415","18.2439","17.9393","","0.74%"
"01/20/2021","18.0294","18.1712","18.2442","17.9806","","-0.71%"
"01/19/2021","18.1583","18.3072","18.3650","18.0877","","-0.75%"
"01/18/2021","18.2949","18.4063","18.5590","18.2959","","-0.48%"
"01/15/2021","18.3832","18.3249","18.5121","18.2631","","0.36%"
"01/14/2021","18.3180","18.5509","18.5851","18.2817","","-1.18%"
"01/13/2021","18.5365","18.5904","18.6709","18.4970","","-0.15%"
"01/12/2021","18.5644","18.8990","18.9578","18.5625","","-1.71%"
"01/11/2021","18.8883","18.7028","19.0190","18.6321","","1.15%"
"01/08/2021","18.6737","18.9506","18.9853","18.6201","","-1.36%"
"01/07/2021","18.9308","18.5637","18.9926","18.4727","","2.04%"
"01/06/2021","18.5522","18.4212","18.6275","18.3365","","0.79%"
"01/05/2021","18.4071","18.0306","18.4928","17.9469","","2.13%"
"01/04/2021","18.0228","17.9594","18.0752","17.8168","","1.34%"
"01/01/2021","17.7853","17.9517","17.9555","17.7973","","-0.85%"
"12/31/2020","17.9382","17.9632","18.0863","17.8892","","-0.07%"
"12/30/2020","17.9511","18.0268","18.0866","17.8846","","-0.34%"
"12/29/2020","18.0124","17.8983","18.0492","17.8225","","0.71%"
"12/28/2020","17.8862","17.7845","17.9102","17.7666","","0.61%"
"12/25/2020","17.7782","17.8068","17.8528","17.7673","","-0.11%"
"12/24/2020","17.7978","17.7969","17.9153","17.7695","","0.12%"
"12/23/2020","17.7768","17.8561","17.9142","17.7260","","-0.21%"
"12/22/2020","17.8136","17.8822","17.9543","17.7866","","-0.31%"
"12/21/2020","17.8687","17.8278","18.1225","17.7607","","0.38%"
"12/18/2020","17.8010","17.9669","18.0366","17.7458","","-0.86%"
"12/17/2020","17.9547","18.0793","18.1002","17.9494","","-0.62%"
"12/16/2020","18.0672","18.0858","18.1737","18.0211","","-0.04%"
"12/15/2020","18.0752","18.2589","18.3119","18.0770","","-0.95%"
"12/14/2020","18.2491","18.3270","18.3542","18.1991","","-0.36%"
"12/11/2020","18.3149","18.2361","18.3907","18.2181","","0.49%"
"12/10/2020","18.2257","18.0931","18.2896","17.9949","","0.80%"
"12/09/2020","18.0803","18.1373","18.1896","18.0070","","-0.24%"
"12/08/2020","18.1244","18.3463","18.4128","18.1112","","-1.14%"
"12/07/2020","18.3327","18.4501","18.5244","18.3176","","-0.54%"
"12/04/2020","18.4327","18.4027","18.5340","18.3923","","0.23%"
"12/03/2020","18.3898","18.5203","18.6239","18.3918","","-0.60%"
"12/02/2020","18.5005","18.4089","18.5993","18.3759","","0.55%"
"12/01/2020","18.3999","18.4571","18.4799","18.2577","","-0.26%"
"11/30/2020","18.4481","18.2519","18.5391","18.2284","","1.11%"
"11/27/2020","18.2460","18.0874","18.3030","18.0616","","0.92%"
"11/26/2020","18.0792","18.0263","18.1477","18.0037","","0.35%"
"11/25/2020","18.0169","18.0876","18.2073","18.0018","","-0.32%"
"11/24/2020","18.0748","18.2915","18.2962","18.0450","","-1.12%"
"11/23/2020","18.2795","18.2934","18.3314","18.1264","","0.07%"
"11/20/2020","18.2668","18.3076","18.3643","18.1213","","-0.16%"
"11/19/2020","18.2957","18.3225","18.4410","18.2557","","-0.07%"
"11/18/2020","18.3079","18.2743","18.3797","18.1719","","0.25%"
"11/17/2020","18.2624","18.1774","18.3324","18.1432","","0.51%"
"11/16/2020","18.1701","18.3601","18.4145","18.1184","","-0.82%"
"11/13/2020","18.3208","18.4762","18.5354","18.3211","","-0.76%"
"11/12/2020","18.4603","18.4127","18.5414","18.3362","","0.35%"
"11/11/2020","18.3961","18.4620","18.4954","18.3199","","-0.34%"
"11/10/2020","18.4594","18.1640","18.5560","18.1469","","1.69%"
"11/09/2020","18.1529","18.5359","18.5998","18.0845","","-1.88%"
"11/06/2020","18.5004","18.5506","18.7467","18.4886","","-0.26%"
"11/05/2020","18.5483","18.6231","18.8071","18.5320","","-0.32%"
"11/04/2020","18.6079","18.8211","19.1311","18.5257","","-1.05%"
"11/03/2020","18.8059","18.8887","18.9276","18.7176","","-0.37%"
"11/02/2020","18.8751","18.9393","18.9951","18.8447","","-0.23%"
"10/30/2020","18.9192","19.1435","19.2186","18.8479","","-1.09%"
"10/29/2020","19.1273","19.2540","19.3232","19.0637","","-0.57%"
"10/28/2020","19.2376","19.1117","19.3438","19.0313","","0.71%"
"10/27/2020","19.1025","19.1797","19.2257","19.0051","","-0.33%"
"10/26/2020","19.1659","19.2288","19.3306","19.0870","","-0.16%"
"10/23/2020","19.1963","19.1586","19.2494","19.0951","","0.31%"
"10/22/2020","19.1367","19.3636","19.4335","19.1381","","-1.09%"
"10/21/2020","19.3475","19.4853","19.5247","19.2845","","-0.65%"
"10/20/2020","19.4732","19.4373","19.5609","19.4172","","0.26%"
"10/19/2020","19.4227","19.4125","19.4665","19.2778","","0.14%"
"10/16/2020","19.3963","19.5070","19.5231","19.3515","","-0.51%"
"10/15/2020","19.4949","19.4021","19.5851","19.3881","","0.45%"
"10/14/2020","19.4073","19.3549","19.4623","19.3076","","0.33%"
"10/13/2020","19.3428","19.5063","19.5669","19.2966","","-0.79%"
"10/12/2020","19.4974","19.4541","19.5668","19.4090","","0.20%"
"10/09/2020","19.4591","19.5078","19.5318","19.3638","","-0.18%"
"10/08/2020","19.4945","19.5564","19.6177","19.4550","","-0.25%"
"10/07/2020","19.5438","19.6346","19.6763","19.4524","","-0.39%"
"10/06/2020","19.6212","19.5382","19.6686","19.4197","","0.51%"
"10/05/2020","19.5218","19.3653","19.5743","19.2311","","0.74%"
"10/02/2020","19.3778","19.5160","19.6999","19.2484","","-0.63%"
"10/01/2020","19.4997","19.6294","19.6682","19.4324","","-0.54%"
"09/30/2020","19.6056","19.9025","19.9760","19.5310","","-1.44%"
"09/29/2020","19.8929","19.9148","20.0882","19.8060","","0.08%"
"09/28/2020","19.8771","19.9269","20.0620","19.7542","","-0.16%"
"09/25/2020","19.9089","19.7510","20.0606","19.6156","","0.86%"
"09/24/2020","19.7385","19.9095","20.0697","19.6955","","-0.80%"
"09/23/2020","19.8982","19.6707","19.9902","19.6052","","1.22%"
"09/22/2020","19.6577","19.7538","19.9023","19.4713","","-0.44%"
"09/21/2020","19.7439","19.3638","19.8953","19.2642","","2.22%"
"09/18/2020","19.3150","19.1453","19.3619","19.0425","","0.93%"
"09/17/2020","19.1369","19.1840","19.3557","19.1071","","-0.18%"
"09/16/2020","19.1719","19.4804","19.5098","19.1600","","-1.50%"
"09/15/2020","19.4633","19.7808","19.8207","19.4130","","-1.54%"
"09/14/2020","19.7684","19.8448","19.8790","19.6990","","-0.27%"
"09/11/2020","19.8226","19.9713","19.9986","19.7774","","-0.68%"
"09/10/2020","19.9579","19.5986","20.1012","19.5827","","1.86%"
"09/09/2020","19.5927","19.9528","20.0236","19.5787","","-1.74%"
"09/08/2020","19.9404","19.7838","20.0675","19.7281","","0.84%"
"09/07/2020","19.7749","19.6784","19.8279","19.6241","","0.60%"
"09/04/2020","19.6575","19.8251","19.9208","19.5572","","-0.79%"
"09/03/2020","19.8145","19.9188","19.9790","19.7180","","-0.49%"
"09/02/2020","19.9116","19.8261","20.0380","19.7752","","0.45%"
"09/01/2020","19.8232","20.2223","20.2640","19.8240","","-1.94%"
"08/31/2020","20.2149","19.7929","20.2927","19.7004","","2.41%"
"08/28/2020","19.7384","20.1539","20.1771","19.6945","","-2.01%"
